Prefix,Vessel Name,Engine serial no,Engine Brand,Engine model,Status,Non Conclusive Follow Up,Engine shaft power,Engine Type,Engine Mounting,Engine Fuel Used,GT,Length,Breadth,Depth,Dead Weight,Year Built,Owner Name
SB,MARINE SELENA,DK620E0313,DAIHATSU,6DKM,"Up to B20. <B20 to B30, Consult OEM",,1028,Motor,Inboard,Diesel,3892,84,17.3,9.6,6533,2015,V-BUNKERS TANKERS PTE LTD
SB,MARINE SUCCESS,P:60M07061,CATERPILLAR,,"Up to B100, dealer consultation required",,403, ,Inboard,Diesel,268,37.6,8.5,3.8,392,1997,LHYK MARINE PTE LTD
SB,MARINE TINA,DK620E0315,DAIHATSU,6DKM-20EF,"Up to B20. <B20 to B30, Consult OEM",,1028,Motor,Inboard,Diesel,3892,84,17.3,9.6,6802,2015,V-BUNKERS TANKERS PTE LTD
SB,MARINE UNITY,4BT10171,CATERPILLAR,3406,"Up to B100, dealer consultation required",,298,Motor,Inboard,Diesel,143,22.4,7,3.5,1,2010,LHYK MARINE PTE LTD
SB,MARINE VICKY,1401,YANMAR,6EY26DF,"Up to B100, without modification",,1200,Motor,Inboard,MGO / LNG,5310,97.8,19,10,8138,2018,V-BUNKERS TANKERS PTE LTD
SB,MARINE YANGTZE,1955,GUANGZHOU,6320ZCD-2,,Not Conclusive,1103,Motor,Inboard,Diesel,3965,84.5,17.5,9,6685,2017,V-BUNKERS TANKERS PTE LTD
SB,MARINE ZAMBEZI,1780,GUANGZHOU,6320ZCD2,,Not Conclusive,1103,Motor,Inboard,Diesel,3965,84.5,17.5,9,6648,2016,V-BUNKERS TANKERS PTE LTD
SB,MARLIN DUA,1040,YANMAR,6N21,"Up to B100, without modification",,956, ,Inboard,Diesel,2999,85.2,16,7.3,4594,2013,DORIS SHIPPING CO PTE LTD
SB,MARLIN SATU,FTF1032,YANMAR,,"Up to B100, without modification",,956, ,Inboard,Diesel,2999,85.2,16,7.3,4623,2013,DAISY SHIPPING CO PTE LTD
SB,MARLIN TIGA,STS1056,YANMAR,,"Up to B100, without modification",,956, ,Inboard,Diesel,2999,85.2,16,7.3,4565,2013,HALEY SHIPPING CO PTE LTD
,MARMORIS,11078,MAN,8L23/30A,Up to B30,,1280,Motor,Inboard,Diesel,2067,73.3,13,7.2,1999,2010,ISHIPS MGMT PTE LTD
SB,MARS,41159654,CUMMINS,K19-DM,Up to B20,,410,Motor,Inboard,Diesel,4374,88.3,17.5,9,7035,2011,MARS M SHIPPING PTE LTD
SB,MAST,41142284,CUMMINS,,Up to B20,,447, ,Inboard,Diesel,706,40.6,11.8,5.2,707,2010,SINO TANKERS PTE LTD
SC,MASTER B,4688,YANMAR,6CXBM-GT,"Up to B100, without modification",,265,Motor,Inboard,Diesel,69,20.8,5.5,2.8,,2016,LIGHTER B PTE LTD
SC,MASTER BOY,IA6C01077,HENAN,TBD234V12,,Not Conclusive,600,Motor,Inboard,Diesel,88,22.4,6,2.9,,2016,LIGHTER B PTE LTD
,MASTER SEA,3118L063882,WEI CHAI,,Up to B30,,370,Motor,Inboard,Diesel,44,16.4,4.6,2.2,,2018,LIGHTER B PTE LTD
SR,MASTERTECH 2,4TB02026,CATERPILLAR,,"Up to B100, dealer consultation required",,200, ,Inboard,Diesel,33,18,4.6,1.8,,2010,MASTER-TECH DIVING SVCS PTE LTD
SR,MASTERTECH I,962,CATERPILLAR,,"Up to B100, dealer consultation required",,200, ,Inboard,Diesel,33,18,4.6,1.8,,2010,MASTER-TECH DIVING SVCS PTE LTD
SR,MATA HARI,FK9F0881,YANMAR,,"Up to B100, without modification",,85,Motor,Inboard,Diesel,20,12.5,4.2,1.3,,1972,DIKA SHIPPING PTE LTD
SR,MATA IKAN,XAAC179897,WARTSILA,6L20DF (S),Compatible to BXX when BXX meets Wartsila biofuel specs B100,,555,Motor,Inboard,Diesel,328,33.7,9.2,3.6,,2021,RESERVE FOR MPA
,MAXBELLA,14003F-141975,SUZUKI,DF140ATX,,Not Conclusive,140,Motor,Outboard,Petrol,5,6,2.3,1.3,,2021,SEA SOLUTIONS SINGAPORE PTE LTD
ST,MAY II,922446,CUMMINS,,Up to B20,,261,Motor,Inboard,Diesel,87,20,5.5,2.8,,2009,LITA OCEAN PTE LTD
,MAZU 01,1422D015479,WEI CHAI,WP12C500-21,Up to B30,,368,Motor,Inboard,Diesel,32,14.2,4.4,2.1,,2022,PRESTIGE OCEAN PTE LTD
,MAZU 03,1422D013662,WEI CHAI,WP12C450-21,Up to B30,,330,Motor,Inboard,Diesel,34,15,4.8,2.2,,2023,QUEEN SEA MARINE PTE LTD
,MAZU 05,1423D032547,WEI CHAI,WP12C450-21,Up to B30,,330,Motor,Inboard,Diesel,34,15,4.8,2.2,,2023,QUEEN SEA MARINE PTE LTD
,MAZU 06,1423G053716,WEI CHAI,WP12C450-21,Up to B30,,330,Motor,Inboard,Diesel,34,15,4.8,2.2,,2023,QUEEN SEA MARINE PTE LTD
SP,MCC RESORT I,10883824,CUMMINS,,Up to B20,,145, ,Inboard,Diesel,61,18.7,5.2,2.2,,1982,SPORE ISLAND CRUISE AND FERRY SVC PL
,MCE 1,,,,,Not Conclusive,,,,,1004,58.6,18.3,3.7,,2009,TW (SABAH) PTE LTD
,MCE II,,,,,Not Conclusive,,,,,564,43.8,15.2,3,,,TW (SABAH) PTE LTD
SR,MD 1,511798,GENERAL,GENERAL,,Not Conclusive,328, ,Inboard,Diesel,62,20.3,4.7,2.3,,1971,MARINE DIVING & ENGINEERING PTE LTD
,MENCAST 1,,,,,Not Conclusive,,,,,225,34.6,9.6,2.4,,2013,MENCAST OFFSHORE & MARINE PTE LTD
,MENCAST 2,,,,,Not Conclusive,,,,,225,34.6,9.6,2.4,,2013,MENCAST OFFSHORE & MARINE PTE LTD
,MENCAST 3,,,,,Not Conclusive,,,,,482,42.3,12,3.6,,2011,MENCAST OFFSHORE & MARINE PTE LTD
SR,MERANTI SEA,992820,ISUZU,,,Not Conclusive,147, ,Inboard,Diesel,8,7.3,2.7,1.4,,2013,SINGAPORE LNG CORPORATION P L
,MERBAU ERA,701 2873 810 2867,MAN,D2842LE410,Up to B30,,610, ,Inboard,Diesel,240,31.8,7.4,3,,1995,SINDO FERRY PTE LTD
,MERINDA 18,,,,,Not Conclusive,,,,,188,30.5,9.1,2.4,,2016,MAVERICK OFFSHORE SERVICES PTE LTD
SB,MERIT,2178,YANMAR,6AY,"Up to B100, without modification",,485, ,Inboard,Diesel,662,43.1,12,4.7,789,2012,SINO TANKERS PTE LTD
SC,MERLIMAU TRANSPORTER II,P:99407603,CATERPILLAR,,"Up to B100, dealer consultation required",,300, ,Inboard,Diesel,443,52.8,14,2.5,,1993,TIAN SAN SHIPPING PTE LTD
,MERLION 20,2037,NINGBO,,,Not Conclusive,441,Motor,Inboard,Diesel,1602,63.3,12.8,6.5,1974,2009,SINGFAR RESOURCES PTE LTD
,MERLION 21,6300ZC1B,NINGBO,,,Not Conclusive,441,Motor,Inboard,Diesel,1602,63.3,12.8,6.5,1991,2009,SINGFAR SHIPPING &AMP; TRADING P L
,MERLION 23,1,NINGBO,N8170ZLC1,,Not Conclusive,441,Motor,Inboard,Diesel,1602,63.3,12.8,6.5,1993,2010,SINGFAR SHIPPING &AMP; TRADING P L
,MERLION 25,2111K01344,WEI CHAI,,Up to B30,,540, ,Inboard,Diesel,1589,63.3,12.8,6.5,2131,2011,SINGFAR TANKER PTE LTD
,MERLION 27,2112L00095,WEI CHAI,CW,Up to B30,,540, ,Inboard,Diesel,1589,63.3,12.8,6.5,2000,2012,SINGFAR TANKER PTE LTD
,MERLION 28,2112L00961,WEI CHAI,CW6200ZC-5,Up to B30,,540, ,Inboard,Diesel,1589,63.3,12.8,6.5,2000,2012,SINGFAR TANKER PTE LTD
,MERLION 30,2,WEI CHAI,2XWP12C350,Up to B30,,258,Motor,Inboard,Diesel,399,36.8,10,4,473,2014,SINGFAR RESOURCES PTE LTD
,MERLION 31,1413C014689,WEI CHAI,2XWP12C350,Up to B30,,258,Motor,Inboard,Diesel,399,36.8,10,4,500,2014,SINGFAR RESOURCES PTE LTD
,MERLION 32,1413S048254,WEI CHAI,HEAVY MACHI,Up to B30,,258,Motor,Inboard,Diesel,397,36.6,10,4,507,2013,SINGFAR SHIPPING &AMP; TRADING P L
,MERLION 36,1,WEI CHAI,WP 12C350,Up to B30,,258,Motor,Inboard,Diesel,397,36.6,10,4,503,2014,SINGFAR RESOURCES PTE LTD
,MERLION 8,P:367,NINGBO,,,Not Conclusive,1103, ,Inboard,Diesel,3587,88.4,17,7.5,4943,2002,SINGFAR MARINA PTE LTD
,MERLION BRAVO 102,,,,,Not Conclusive,,,,,826,48.3,12.8,4.6,,2016,KIM HOCK BEE MARINE PTE LTD
,MERLION CHARLIE 151,,,,,Not Conclusive,,,,,1132,61.1,13.7,4.7,,2016,KIM HOCK BEE MARINE PTE LTD
SR,MET 1,,,,,Not Conclusive,,,,,303,35.2,12.2,2.5,,2004,CHG MARINE SERVICES PTE LTD
SP,MILLENNIUM,P:0053A301,MAN,,Up to B30,,735, ,Inboard,Diesel,117,21.7,6.4,2.4,,1997,TIAN SAN SHIPPING PTE LTD
,MIMOSA,1323,YANMAR,6EY26W,"Up to B100, without modification",,1330,Motor,Inboard,Diesel,5972,108.6,19,10,7999,2015,MIMOSA SHIPPING PTE LTD
SC,ML 1,915713,ISUZU,,,Not Conclusive,380, ,Inboard,Diesel,21,14.9,3.3,1.5,,1999,LEE CHEA HUA
SC,ML 92,101513,ISUZU,,,Not Conclusive,260, ,Inboard,Diesel,19,14.6,3.3,1.4,,1993,NG BOON HENG
SR,MMS 001,,,,,Not Conclusive,,,,,1469,67.3,19.6,4.3,,2008,ASL OFFSHORE &AMP;AMP; MARINE PTE LTD
SC,MMS 002,,,,,Not Conclusive,,,,,1822,67.9,21.4,4.9,4700,2012,MILLENNIUM MARINE &AMP; SHIPPING P L
SC,MMS 003,,,,,Not Conclusive,,,,,1822,67.9,21.4,4.9,4750,2012,MILLENNIUM MARINE &AMP; SHIPPING P L
SC,MMS 005,,,,,Not Conclusive,,,,,1830,70.3,21.4,4.9,,2012,MILLENNIUM MARINE &AMP; SHIPPING P L
SC,MMS 008,,,,,Not Conclusive,,,,,1828,70.3,21.4,4.9,,2013,MILLENNIUM MARINE &AMP; SHIPPING P L
SR,MOLA SAIF,31120958,CUMMINS,KTA19M STBD,Up to B20,,500,Motor,Inboard,Diesel,198,26.3,7.6,3.5,,1995,MOLA SUBSEA SERVICES PTE LTD
SC,MONTENGO BAY 2502,,,,,Not Conclusive,,,,,1706,73,21,4,,2011,KIM HOCK BEE MARINE PTE LTD
SP,MPA 1,6.41E+13,MAN,D2868 LE 443,Up to B30,,662,Motor,Inboard,Diesel,32,14.9,5.1,2.2,,2019,LITA OCEAN PTE LTD
SP,MPA 2,6.41E+13,MAN,D2868 LE 443,Up to B30,,662,Motor,Inboard,Diesel,32,14.9,5.1,2.2,,2019,LITA OCEAN PTE LTD
SP,MPA 3,6.41E+13,MAN,D2868 LE 443,Up to B30,,662,Motor,Inboard,Diesel,32,14.9,5.1,2.2,,2019,LITA OCEAN PTE LTD
SP,MPA 4,6.41E+13,MAN,D2868 LE 443,Up to B30,,662,Motor,Inboard,Diesel,32,14.9,5.1,2.2,,2019,LITA OCEAN PTE LTD
SP,MPA 5,6.41E+13,MAN,D2868 LE 443,Up to B30,,662,Motor,Inboard,Diesel,32,14.9,5.1,2.2,,2019,LITA OCEAN PTE LTD
SP,MPA 6,6.41E+13,MAN,D2868 LE 443,Up to B30,,662,Motor,Inboard,Diesel,32,14.9,5.1,2.2,,2020,LITA OCEAN PTE LTD
SP,MPA 7,7189261,SCANIA,d113 078m,,Not Conclusive,331,Motor,Inboard,Diesel,31,14.1,4.4,2.4,,2019,LITA OCEAN PTE LTD
SP,MPA 8,7189193,SCANIA,DL13 078M,,Not Conclusive,331,Motor,Inboard,Diesel,31,14.1,4.4,2.4,,2019,LITA OCEAN PTE LTD
,MPA GUARDIAN,16V20000M96,MTU,16V20000M96,"Four types up to B100, the rest up to B20/B30",,1790,Motor,Inboard,Diesel,322,32,10,4.3,,2021,MPA/MESD
SR,MRS B,7BL02452,CATERPILLAR,,"Up to B100, dealer consultation required",,195, ,Inboard,Diesel,41,17.2,5.2,1.6,,2001,UNDERWATER SHIPCARE PTE LTD
SR,MS LOTUS,P:32123261,CUMMINS,,Up to B20,,142, ,Inboard,Diesel,57,17.8,4.5,2.5,,1983,EXPERTISE TECHNOLOGIES PTE LTD
,MSF 01,1515H005840,WEI CHAI,,Up to B30,,,264,Motor,Inboard,26,13.5,3.8,1.8,,2014,MARINA SOUTH FERRIES PTE LTD
SP,MSF HAPPY,3119F046965,WEI CHAI,,Up to B30,,368,Motor,Inboard,Diesel,76,17.5,5.6,2.2,,2018,MARINA SOUTH FERRIES PTE LTD
SP,MSF NATSU,3116J011475,WEI CHAI,,Up to B30,,368,Motor,Inboard,Diesel,76,17.5,5.6,2.2,,2017,MARINA SOUTH FERRIES PTE LTD
SR,MT 20,,,,,Not Conclusive,,,,,803,49.8,12.4,4.7,,2002,ANTARA KOH PTE LTD
,MT MOHAWK,NA,VOLVO PENTA,D7C-B TA,Up to B30,,1338,Motor,Inboard,Diesel,53,13.9,5.3,2.7,,2014,PROSPER TUG AND BARGE PTE LTD
SR,MTC 6,10004F-340078,SUZUKI,DF100B,,Not Conclusive,100, ,Outboard,Petrol,12,10.9,3.2,1.2,,2008,MARINA TECHNOLOGY & CONSTRUCTION PTE
,MTC ONE,,,,,Not Conclusive,,,,,162,19.5,12.2,2.4,,2008,MARINA TECHNOLOGY & CONSTRUCTION PTE
SR,MTC TIGA,10829233,CUMMINS,,Up to B20,,329, ,Inboard,Diesel,17,13.7,3,1.4,,1975,MARINA TECHNOLOGY & CONSTRUCTION PTE
SR,MTC TWO,,,,,Not Conclusive,,,,,410,34.6,14.4,3,,2008,MARINA TECHNOLOGY & CONSTRUCTION PTE
SB,MULAN,41205248,CUMMINS,N855-M,Up to B20,,261,Motor,Inboard,Diesel,146,21.5,7.4,3.3,1,2014,VICTORY PTE LTD
SR,MUTIARA 180,,,,,Not Conclusive,,,,,937,52.7,18.3,3.7,,2013,TIONG WOON MARINE PTE LTD
,MUTIARA 280,,,,,Not Conclusive,,,,,3374,82.6,27.5,5.5,,2013,TIONG WOON MARINE PTE LTD
SR,MY BOAT,108251/008,MAN,D2848LE,Up to B30,,300,Motor,Inboard,Diesel,42,16.3,5.4,1.9,,2018,MY SUNNY MARINE
SR,NAIAD,1023030,YAMAHA,,,Not Conclusive,250,Motor,Outboard,Petrol,3,5.3,1.9,1,,2020,WUMARINE PTE LTD
,NAP 906,,,,,Not Conclusive,,,,,1690,70.2,21.9,4.8,,2022,ENG LEE SHIPPING CO PTE LTD
,NAP 908,,,,,Not Conclusive,,,,,1690,70.2,21.9,4.8,,2022,ENG LEE SHIPPING CO PTE LTD
,NAP 910,,,,,Not Conclusive,,,,,1690,70.3,21.9,4.8,,2021,ENG LEE SHIPPING CO PTE LTD
ST,NASI,23135137,CUMMINS,,Up to B20,,186, ,Inboard,Diesel,22,13.6,3.7,1,,1977,KIM LIAN HOE MARINE CO PTE LTD
,NAUTICAL ARCTIC,10798372,CUMMINS,,Up to B20,,140, ,Inboard,Diesel,28,13.7,4.4,2,,1984,NAUTICAL MARINE AND ENGRG PTE LTD
SC,NAUTICAL ATLANTIC,41255797,CUMMINS,KTA 19M,Up to B20,,186,Motor,Inboard,Diesel,75,21.5,6.4,2.7,,2016,NAUTICAL MARINE AND ENGRG PTE LTD
SC,NAUTICAL BALTIC,41291642,CUMMINS,N855-M,Up to B20,,186,Motor,Inboard,Diesel,40,16.6,4.6,2.5,,2019,NAUTICAL MARINE AND ENGRG PTE LTD
SC,NAUTICAL CELTIC,41254511,CUMMINS,NTA855-400,Up to B20,,298,Motor,Inboard,Diesel,62,19,5.3,2.6,,2017,NAUTICAL MARINE AND ENGRG PTE LTD
SC,NAUTICAL CORAL,45846827,CUMMINS,,Up to B20,,261, ,Inboard,Diesel,33,14,4.7,2.4,,2000,NAUTICAL MARINE AND ENGRG PTE LTD
SC,NAUTICAL EAST,P:23217627,CUMMINS,,Up to B20,,194,Motor,Inboard,Diesel,60,17.8,5.5,2.4,,1989,NAUTICAL MARINE AND ENGRG PTE LTD
SC,NAUTICAL ISLAND,41232264,CUMMINS,,Up to B20,,298,Motor,Inboard,Diesel,40,16.6,4.6,2.5,,2015,NAUTICAL MARINE AND ENGRG PTE LTD
SC,NAUTICAL NORTH,P:4TB00575,CATERPILLAR,,"Up to B100, dealer consultation required",,0, ,Inboard,Diesel,55,19.8,5.6,2.5,,1995,NAUTICAL MARINE AND ENGRG PTE LTD
SC,NAUTICAL OCEAN,47B00575,CATERPILLAR,,"Up to B100, dealer consultation required",,195,Motor,Inboard,Diesel,64,20.1,6.1,2.4,,2014,NAUTICAL MARINE AND ENGRG PTE LTD
,NAUTICAL PACIFIC,P:12040549,CUMMINS,,Up to B20,,360, ,Inboard,Diesel,67,21.9,5.6,2.8,,2003,NAUTICAL MARINE AND ENGRG PTE LTD
SC,NAUTICAL RIVER,4TB04772,CATERPILLAR,,"Up to B100, dealer consultation required",,186,Motor,Inboard,Diesel,40,16.3,4.5,2.4,,2016,NAUTICAL MARINE AND ENGRG PTE LTD
SC,NAUTICAL SOUTH,43201398,CUMMINS,,Up to B20,,360, ,Inboard,Diesel,67,21.9,5.6,2.8,,2004,NAUTICAL MARINE AND ENGRG PTE LTD
SC,NAUTICAL WEST,41182562,CUMMINS,,Up to B20,,350,Motor,Inboard,Diesel,40,16.6,4.6,2.5,,2011,NAUTICAL MARINE AND ENGRG PTE LTD
SR,NAYEF,254865,MITSUBISHI,,Up to B30,,216,Motor,Inboard,Diesel,40,16.8,4.2,2,,2017,TAN CHEE MENG@DAUD BIN ABDULLAH
SB,NEPAMORA,FME0106,YANMAR,6EY,"Up to B100, without modification",,1370, ,Inboard,Diesel,3829,84.1,17.3,9.6,1,2011,GRAND VICTORY SHIPPING PTE LTD
SC,NEPTUNE 6,1516G002606,WEI CHAI,,Up to B30,,240, ,Inboard,Diesel,33,14.5,4,2,,2012,APOLLO RESOURCE TRADING PTE LTD
SR,NEREUS 1,1223D005297,WEI CHAI,,Up to B30,,240,Motor,Inboard,Diesel,37,18,4.6,1.9,,2010,NEREUS SUBSEA PTE LTD
,NEREUS 2,1220S006233,WEI CHAI,WD10C326-21,Up to B30,,163,Motor,Inboard,Diesel,25,20.3,4.2,1.9,,2004,NEREUS SUBSEA PTE LTD
SR,NEREUS 3,2150313,WEI CHAI,,Up to B30,,190,Motor,Inboard,Diesel,28,17,4.6,2,,2011,NEREUS SUBSEA PTE LTD
,NEREUS 5,10721558,CUMMINS,NTA 855,Up to B20,,168,Motor,Inboard,Diesel,40,15.1,4.8,2.4,,2017,NEREUS SUBSEA PTE LTD
,NEREUS 6,101771,NISSAN,,,Not Conclusive,145, ,Inboard,Diesel,23,13.6,3.4,1.7,,1972,NEREUS SUBSEA PTE LTD
,NEREUS GREEN 1,1222D005766,WEI CHAI,WD10C326-21,Up to B30,,240,Motor,Inboard,Diesel,32,14.2,4.4,2.1,,2023,NEREUS SUBSEA PTE LTD
SR,NEW BOAT,52241053,MITSUBISHI,,Up to B30,,250, ,Inboard,Diesel,21,13.7,3.6,1.5,,1992,UNITED SURVEYORS PTE LTD
SB,NEW NAVIGATOR 2,8167,MAN,,Up to B30,,1960, ,Inboard,Diesel,2990,93.4,15.2,7.6,4700,2008,RISE HARVEST ENTERPRISE PTE LTD
SB,NEW NAVIGATOR 3,20086090,YANMAR,,"Up to B100, without modification",,2207, ,Inboard,Diesel,2990,93.4,15.2,7.6,4711,2007,WIN HARVEST ENTERPRISE PTE LTD
SB,NGOS ONE,FVF1168,YANMAR,,"Up to B100, without modification",,745, ,Inboard,Diesel,522,49.8,9,4,745,1992,CSP MARINE PTE LTD
SR,NO 3 SUEZ,,,,,Not Conclusive,,,,,4516,88.1,19.4,5.5,,1993,DIKA SHIPPING PTE LTD
,NOAH DORIS,1422K047511,WEI CHAI,Wp12c450-21,Up to B30,,330,Motor,Inboard,Diesel,18,14.5,4,1.1,24,2022,NOAH MARINE &AMP; OFFSHORE PTE LTD
,NOAH KING,41336845,CUMMINS,,Up to B20,,298,Motor,Inboard,Diesel,46,18.7,5,2.3,,2022,NOAH MARINE &AMP; OFFSHORE PTE LTD
,NOAH QUEEN,41336846,CUMMINS,NT A855-M,Up to B20,,298,Motor,Inboard,Diesel,46,20,5,2.3,,2022,NOAH MARINE &AMP; OFFSHORE PTE LTD
ST,NOBLE ACE,P:24143,NIIGATA,,,Not Conclusive,1471, ,Inboard,Diesel,297,28.1,9.8,4.8,,2006,PSA MARINE PTE LTD
ST,NOBLE ATLAS,P: 24148,NIIGATA,,,Not Conclusive,1471, ,Inboard,Diesel,297,28.1,9.8,4.8,,2006,PSA MARINE PTE LTD
ST,NOBLE JADE,P:14142,NIIGATA,,,Not Conclusive,1471, ,Inboard,Diesel,297,28.1,9.8,4.8,,2006,PSA MARINE PTE LTD
ST,NOBLE JEWEL,P:24152,NIIGATA,,,Not Conclusive,1471, ,Inboard,Diesel,297,28.1,9.8,4.8,,2006,PSA MARINE PTE LTD
ST,NOBLE KNIGHT,P:23623,NIIGATA,,,Not Conclusive,1323, ,Inboard,Diesel,246,26.4,9,4.7,,2004,PSA MARINE PTE LTD
ST,NOBLE ORION,24153,NIIGATA,,,Not Conclusive,1471, ,Inboard,Diesel,297,28.1,9.8,4.8,,2007,PSA MARINE PTE LTD
ST,NOBLE PEARL,24145,NIIGATA,,,Not Conclusive,1471, ,Inboard,Diesel,297,28.1,9.8,4.8,,2006,PSA MARINE PTE LTD
ST,NOBLE PRIDE,P:24314,NIIGATA,,,Not Conclusive,956, ,Inboard,Diesel,228,24,8.4,4.3,,2007,PSA MARINE PTE LTD
ST,NOBLE PRINCE,P:23621,NIIGATA,,,Not Conclusive,1323, ,Inboard,Diesel,246,26.4,9,4.7,,2004,PSA MARINE PTE LTD
ST,NOBLE RELIANCE,24320,NIIGATA,,,Not Conclusive,956, ,Inboard,Diesel,228,24,8.4,4.3,,2007,PSA MARINE PTE LTD
ST,NOBLE VALOUR,24316,NIIGATA,,,Not Conclusive,1912, ,Inboard,Diesel,228,24,8.4,4.3,,2007,PSA MARINE PTE LTD
ST,NOBLE VEGA,P:24150,NIIGATA,,,Not Conclusive,1471, ,Inboard,Diesel,297,28.1,9.8,4.8,,2006,PSA MARINE PTE LTD
SB,NOC 7,P-41184173,CUMMINS,K19,Up to B20,,373, ,Inboard,Diesel,498,42.2,10.2,4.3,799,2013,NOC 7 PTE LTD
SB,NOC 8,87377897,CUMMINS,,Up to B20,,395, ,Inboard,Diesel,498,42.2,10.2,4.3,795,2013,NOC 8 PTE. LTD.
SB,NOC 9,D200613001,DAIHATSU,,"Up to B20. <B20 to B30, Consult OEM",,882,Motor,Inboard,Diesel,2009,67.1,15,6,2500,2013,NSL OILCHEM MARINE PTE LTD
SR,NUSA 100 A,,,,,Not Conclusive,,,,,120,29.3,9.2,1.9,,2010,KEPPEL SHIPYARD LIMITED
SR,NUSA 100 B,,,,,Not Conclusive,,,,,120,29.3,9.2,1.9,,2007,ALPINE ENGINEERING SERVICES PTE LTD
SR,NUSA 120 A,,,,,Not Conclusive,,,,,258,35.2,12.2,2.5,,2007,ALPINE ENGINEERING SERVICES PTE LTD
ST,NUSA 7,3576567,CUMMINS,,Up to B20,,261,Motor,Inboard,Diesel,41,13.2,4.6,2.3,,2010,ALPINE ENGINEERING SERVICES PTE LTD
SR,NWCMPL 65,,,,,Not Conclusive,,,,,566,43.9,15.2,3,,1996,NEW WEST COAST MARINE PTE LTD
,NWCMPL 77,,,,,Not Conclusive,,,,,212,35.2,12.2,2.1,,2019,NEW WEST COAST MARINE PTE LTD
SR,NWCMPL NO 74,,,,,Not Conclusive,,,,,145,29.3,9.2,1.9,,2009,NEW WEST COAST MARINE PTE LTD
SR,OCEAN 88,37143019,CUMMINS,,Up to B20,,373, ,Inboard,Diesel,52,16.7,4.6,2.4,,2006,OCEANTEAM UNDERWATER SERVICES PTE LTD
SR,OCEAN 99,234235728P,CUMMINS,,Up to B20,,383, ,Inboard,Diesel,56,17,5,2.3,,1993,OCEANTEAM UNDERWATER SERVICES PTE LTD
SR,OCEAN COMMANDER,241010,SUZUKI,,,Not Conclusive,186, ,Outboard,Petrol,5,9,3,0.6,,2010,CHANGI AIRPORT GROUP (S) PTE LTD
,OCEANIC 5,41326073,CUMMINS,,Up to B20,,194,Motor,Inboard,Diesel,117,18.5,7,3.2,,2022,OCEANIC UNDERWATER SERVICES PTE LTD
SR,OCEANIC 6,41326074,CUMMINS,,Up to B20,,194,Motor,Inboard,Diesel,117,18.5,7,3.2,,,OCEANIC UNDERWATER SERVICES PTE LTD
SR,OCEANIC 7,A12239,HINO,,,Not Conclusive,169, ,Inboard,Diesel,48,18,4.9,1.9,,2012,OCEANIC UNDERWATER SERVICES PTE LTD
SR,OCEANLINK 122,,,,,Not Conclusive,,,,,291,35.1,12.2,2.4,,2007,OUNG MARINE SERVICES (S) PTE LTD
,ODETTE EXCELLENCE,41326929 &amp; 41326,CUMMINS,K19-DM,Up to B20,,358,Motor,Inboard,Diesel,1993,72.3,13.4,6.7,2900,2021,OPULENT MARITIME PTE LTD
SR,OFFSHORE CRANE NO 2,,,,,Not Conclusive,,,,,1260,52.7,21.4,4.3,,2008,KIM HENG MARINE &AMP; OILFIELD P L
SR,OGI GO,,,,,Not Conclusive,,,,,1527,52,20,3.7,,1991,ASL OFFSHORE &AMP;AMP; MARINE PTE LTD
SB,OIGAWA,FHR0596,YANMAR,,"Up to B100, without modification",,1324, ,Inboard,Diesel,4726,96.1,17.5,9.5,7340,2007,GEA-OSCAR PTE LTD
SR,ONE EFFORT,140407,SUZUKI,,,Not Conclusive,186,Motor,Outboard,Petrol,6,7,2.7,1.1,,1999,THOUSAND EFFORT
SC,OPL 108,41160580,CUMMINS,,Up to B20,,183, ,Inboard,Diesel,73,17.2,6.5,2.7,,2011,OPL SERVICES PTE LTD
SC,OPL 116,41192199,CUMMINS,,Up to B20,,319, ,Inboard,Diesel,74,20.7,5,3,,2013,OPL SERVICES PTE LTD
SC,OPL 168,41160582,CUMMINS,NT,Up to B20,,201, ,Inboard,Diesel,73,17.2,6.5,2.7,,2011,OPL SERVICES PTE LTD
SR,OPL 22,41228081,CUMMINS,,Up to B20,,350,Motor,Inboard,Diesel,76,24,5.5,2.8,,2016,OPL SERVICES PTE LTD
SC,OPL 3,660180,MITSUBISHI,,Up to B30,,224, ,Inboard,Diesel,47,16.8,4.6,2.2,,1996,OPL SERVICES PTE LTD
SC,OPL 33,41253071,CUMMINS,,Up to B20,,350,Motor,Inboard,Diesel,76,22.4,5.5,2.8,,2017,OPL SERVICES PTE LTD
SC,OPL 5,4A285940,DETROIT,,,Not Conclusive,110,Motor,Inboard,Diesel,30,14.1,5.6,2.3,,1991,OPL SERVICES PTE LTD
SC,OPL 55,41227425,CUMMINS,,Up to B20,,160,Motor,Inboard,Diesel,76,22.4,5.5,2.8,,2015,OPL SERVICES PTE LTD
SC,OPL 66,41271567,CUMMINS,,Up to B20,,350,Motor,Inboard,Diesel,76,22.4,5.5,2.8,,2018,OPL SERVICES PTE LTD
,OPL 77,41310461,CUMMINS,,Up to B20,,175,Motor,Inboard,Diesel,76,22.4,5.5,2.8,,2020,OPL SERVICES PTE LTD
SR,OPL 8,04A0287382,DETROIT,,,Not Conclusive,110, ,Inboard,Diesel,32,14.1,5.9,2.2,,1993,OPL SERVICES PTE LTD
